Indicator Name,What Is This Indicator,Location Type,Location,Indicator Rate Value,Indicator Rate Value Units,Rate Lower Confidence Interval,Rate Upper Confidence Interval,Indicator Count Value,Indicator Count Value Units,Count Lower Confidence Interval,Count Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Rate Value,Breakout Rate Value Units,Breakout Rate Lower Confidence Interval,Breakout Rate Upper Confidence Interval,Breakout Count Value,Breakout Count Value Units,Breakout Count Lower Confidence Interval,Breakout Count Upper Confidence Interval,Breakout Unstable,Breakout Footer
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96813,6.6,percent,5.0,8.2,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96813,6.6,percent,5.3,7.9,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,9.0,percent,6.7,11.3,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,8.7,percent,6.4,10.9,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,8.4,percent,6.4,10.4,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,7.8,percent,6.0,9.5,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,7.9,percent,6.1,9.6,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96817,8.7,percent,7.1,10.3,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,4.0,percent,2.7,5.3,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,4.6,percent,3.2,6.1,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,5.4,percent,3.8,7.1,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,6.2,percent,4.4,8.1,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,7.3,percent,5.3,9.4,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96706,7.7,percent,5.8,9.6,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,8.0,percent,3.8,12.2,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,10.3,percent,5.4,15.2,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,13.2,percent,7.9,18.4,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,11.5,percent,6.9,16.1,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,14.1,percent,8.9,19.4,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96727,14.7,percent,9.4,20.0,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,9.0,percent,4.1,13.8,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,9.8,percent,5.1,14.6,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,9.0,percent,5.6,12.4,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,8.7,percent,5.4,12.0,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,9.4,percent,5.9,12.9,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96714,9.7,percent,6.5,12.8,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,3.0,percent,2.1,4.0,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,3.4,percent,2.3,4.5,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,4.2,percent,2.9,5.6,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,4.0,percent,2.7,5.4,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,4.7,percent,3.1,6.3,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96825,4.2,percent,2.9,5.4,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,5.1,percent,3.7,6.5,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,4.7,percent,3.4,6.0,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,4.8,percent,3.5,6.1,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,5.2,percent,3.8,6.6,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,4.9,percent,3.5,6.3,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96782,4.7,percent,3.2,6.1,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,6.5,percent,5.0,8.0,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,7.0,percent,5.4,8.5,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,7.4,percent,5.8,8.9,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,8.2,percent,6.1,10.2,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,8.4,percent,6.4,10.4,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96720,8.1,percent,6.1,10.0,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,7.7,percent,5.2,10.3,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,7.3,percent,5.5,9.1,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,8.9,percent,6.7,11.1,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,9.9,percent,7.6,12.2,,,,,No,2016-2020,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,10.1,percent,7.7,12.4,,,,,No,2015-2019,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96746,10.3,percent,7.9,12.7,,,,,No,2014-2018,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96707,5.1,percent,3.2,7.1,,,,,No,2019-2023,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96707,5.0,percent,3.4,6.6,,,,,No,2018-2022,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
Adults Who Did Not See a Doctor Due to Cost,This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.,Zip Code,96707,6.7,percent,4.8,8.7,,,,,No,2017-2021,Behavioral Risk Factor Surveillance System,"While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
