"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Downtown - Kalihi",23.50,percent,21.70,25.30,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Downtown - Kalihi",23.10,percent,21.30,24.90,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Ewa - Kalaeloa",25.70,percent,23.30,28.10,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Ewa - Kalaeloa",25.90,percent,23.20,28.60,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Ewa - Kalaeloa",27.20,percent,24.50,29.90,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Ewa - Kalaeloa",26.90,percent,24.00,29.80,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hamakua,24.00,percent,20.00,28.00,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hamakua,22.40,percent,18.70,26.10,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hamakua,22.80,percent,18.60,27.00,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hamakua,22.00,percent,17.90,26.10,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hana,74.90,percent,58.80,91.00,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hana,76.50,percent,60.00,93.00,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hana,69.50,percent,54.70,84.30,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hana,64.30,percent,51.60,77.00,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hanalei,11.40,percent,7.40,15.40,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hanalei,11.40,percent,7.80,15.00,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hanalei,11.60,percent,8.10,15.10,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hanalei,10.90,percent,7.70,14.10,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hawaii Kai - Kaimuki",14.60,percent,13.10,16.10,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hawaii Kai - Kaimuki",13.90,percent,12.40,15.40,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hawaii Kai - Kaimuki",14.00,percent,12.50,15.50,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hawaii Kai - Kaimuki",13.70,percent,12.20,15.20,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hickam - Pearl City",21.70,percent,20.00,23.40,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hickam - Pearl City",21.10,percent,19.40,22.80,,,,,No,2013-2017,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hickam - Pearl City",20.50,percent,18.70,22.30,,,,,No,2012-2016,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area","Hickam - Pearl City",20.40,percent,18.70,22.10,,,,,No,2011-2015,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
"Population Native Hawaiian and Other Pacific Islander","This indicator shows the percentage of the population that is Native Hawaiian and Other Pacific Islander only.Note: For Primary Care Service Areas, the indicator shows the percentage of the population that is any part Native Hawaiian and Other Pacific Islander.","Primary Care Service Area",Hilo,38.90,percent,36.40,41.40,,,,,No,2014-2018,"American Community Survey 5-Year","The U.S. Census Bureau calculates 90% confidence intervals for American Community Survey estimates. Use caution when interpreting values with wide confidence intervals. Confidence intervals that are farther away from estimates in either direction indicate uncertainty due to small survey sample sizes. 
The U.S. Census Bureau does not recommend comparing overlapping 5-year periods since much of the data in each estimate are the same. Use caution when comparing estimates for census tracts over time as these geographies are redefined with each decennial census according to population changes.",,,,,,,,,,,,,
